"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"63","01","01","RA","NSM","Ὁ","Ὁ","ὁ","ὁ"
"63","01","01","A","NSM","πρεσβύτερος","πρεσβύτερος","πρεσβύτερος","πρεσβύτερος"
"63","01","01","A","DSF","ἐκλεκτῇ","ἐκλεκτῇ","ἐκλεκτῇ","ἐκλεκτός"
"63","01","01","N","DSF","κυρίᾳ","κυρίᾳ","κυρίᾳ","κυρία"
"63","01","01","C","","καὶ","καὶ","καί","καί"
"63","01","01","RA","DPN","τοῖς","τοῖς","τοῖς","ὁ"
"63","01","01","N","DPN","τέκνοις","τέκνοις","τέκνοις","τέκνον"
"63","01","01","RP","GSF","αὐτῆς,","αὐτῆς","αὐτῆς","αὐτός"
"63","01","01","RR","APM","οὓς","οὓς","οὕς","ὅς"
"63","01","01","RP","NS","ἐγὼ","ἐγὼ","ἐγώ","ἐγώ"
"63","01","01","V","1PAI-S","ἀγαπῶ","ἀγαπῶ","ἀγαπῶ","ἀγαπάω"
"63","01","01","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","01","N","DSF","ἀληθείᾳ,","ἀληθείᾳ","ἀληθείᾳ","ἀλήθεια"
"63","01","01","C","","καὶ","καὶ","καί","καί"
"63","01","01","D","","οὐκ","οὐκ","οὐ","οὐ"
"63","01","01","RP","NS","ἐγὼ","ἐγὼ","ἐγώ","ἐγώ"
"63","01","01","A","NSM","μόνος","μόνος","μόνος","μόνος"
"63","01","01","C","","ἀλλὰ","ἀλλὰ","ἀλλά","ἀλλά"
"63","01","01","D","","καὶ","καὶ","καί","καί"
"63","01","01","A","NPM","πάντες","πάντες","πάντες","πᾶς"
"63","01","01","RA","NPM","οἱ","οἱ","οἱ","ὁ"
"63","01","01","V","XAPNPM","ἐγνωκότες","ἐγνωκότες","ἐγνωκότες","γινώσκω"
"63","01","01","RA","ASF","τὴν","τὴν","τήν","ὁ"
"63","01","01","N","ASF","ἀλήθειαν,","ἀλήθειαν","ἀλήθειαν","ἀλήθεια"
"63","01","02","P","","διὰ","διὰ","διά","διά"
"63","01","02","RA","ASF","τὴν","τὴν","τήν","ὁ"
"63","01","02","N","ASF","ἀλήθειαν","ἀλήθειαν","ἀλήθειαν","ἀλήθεια"
"63","01","02","RA","ASF","τὴν","τὴν","τήν","ὁ"
"63","01","02","V","PAPASF","μένουσαν","μένουσαν","μένουσαν","μένω"
"63","01","02","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","02","RP","DP","ἡμῖν,","ἡμῖν","ἡμῖν","ἐγώ"
"63","01","02","C","","καὶ","καὶ","καί","καί"
"63","01","02","P","","μεθ’","μεθ’","μετά","μετά"
"63","01","02","RP","GP","ἡμῶν","ἡμῶν","ἡμῶν","ἐγώ"
"63","01","02","V","3FMI-S","ἔσται","ἔσται","ἔσται","εἰμί"
"63","01","02","P","","εἰς","εἰς","εἰς","εἰς"
"63","01","02","RA","ASM","τὸν","τὸν","τόν","ὁ"
"63","01","02","N","ASM","αἰῶνα·","αἰῶνα","αἰῶνα","αἰών"
"63","01","03","V","3FMI-S","ἔσται","ἔσται","ἔσται","εἰμί"
"63","01","03","P","","μεθ’","μεθ’","μετά","μετά"
"63","01","03","RP","GP","ἡμῶν","ἡμῶν","ἡμῶν","ἐγώ"
"63","01","03","N","NSF","χάρις","χάρις","χάρις","χάρις"
"63","01","03","N","NSN","ἔλεος","ἔλεος","ἔλεος","ἔλεος"
"63","01","03","N","NSF","εἰρήνη","εἰρήνη","εἰρήνη","εἰρήνη"
"63","01","03","P","","παρὰ","παρὰ","παρά","παρά"
"63","01","03","N","GSM","θεοῦ","θεοῦ","θεοῦ","θεός"
"63","01","03","N","GSM","πατρός,","πατρός","πατρός","πατήρ"
"63","01","03","C","","καὶ","καὶ","καί","καί"
"63","01","03","P","","⸀παρὰ","παρὰ","παρά","παρά"
"63","01","03","N","GSM","Ἰησοῦ","Ἰησοῦ","Ἰησοῦ","Ἰησοῦς"
"63","01","03","N","GSM","Χριστοῦ","Χριστοῦ","Χριστοῦ","Χριστός"
"63","01","03","RA","GSM","τοῦ","τοῦ","τοῦ","ὁ"
"63","01","03","N","GSM","υἱοῦ","υἱοῦ","υἱοῦ","υἱός"
"63","01","03","RA","GSM","τοῦ","τοῦ","τοῦ","ὁ"
"63","01","03","N","GSM","πατρός,","πατρός","πατρός","πατήρ"
"63","01","03","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","03","N","DSF","ἀληθείᾳ","ἀληθείᾳ","ἀληθείᾳ","ἀλήθεια"
"63","01","03","C","","καὶ","καὶ","καί","καί"
"63","01","03","N","DSF","ἀγάπῃ.","ἀγάπῃ","ἀγάπῃ","ἀγάπη"
"63","01","04","V","1API-S","Ἐχάρην","Ἐχάρην","ἐχάρην","χαίρω"
"63","01","04","D","","λίαν","λίαν","λίαν","λίαν"
"63","01","04","C","","ὅτι","ὅτι","ὅτι","ὅτι"
"63","01","04","V","1XAI-S","εὕρηκα","εὕρηκα","εὕρηκα","εὑρίσκω"
"63","01","04","P","","ἐκ","ἐκ","ἐκ","ἐκ"
"63","01","04","RA","GPN","τῶν","τῶν","τῶν","ὁ"
"63","01","04","N","GPN","τέκνων","τέκνων","τέκνων","τέκνον"
"63","01","04","RP","GS","σου","σου","σου","σύ"
"63","01","04","V","PAPAPM","περιπατοῦντας","περιπατοῦντας","περιπατοῦντας","περιπατέω"
"63","01","04","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","04","N","DSF","ἀληθείᾳ,","ἀληθείᾳ","ἀληθείᾳ","ἀλήθεια"
"63","01","04","C","","καθὼς","καθὼς","καθώς","καθώς"
"63","01","04","N","ASF","ἐντολὴν","ἐντολὴν","ἐντολήν","ἐντολή"
"63","01","04","V","1AAI-P","ἐλάβομεν","ἐλάβομεν","ἐλάβομεν","λαμβάνω"
"63","01","04","P","","παρὰ","παρὰ","παρά","παρά"
"63","01","04","RA","GSM","τοῦ","τοῦ","τοῦ","ὁ"
"63","01","04","N","GSM","πατρός.","πατρός","πατρός","πατήρ"
"63","01","05","C","","καὶ","καὶ","καί","καί"
"63","01","05","D","","νῦν","νῦν","νῦν","νῦν"
"63","01","05","V","1PAI-S","ἐρωτῶ","ἐρωτῶ","ἐρωτῶ","ἐρωτάω"
"63","01","05","RP","AS","σε,","σε","σε","σύ"
"63","01","05","N","VSF","κυρία,","κυρία","κυρία","κυρία"
"63","01","05","D","","οὐχ","οὐχ","οὐ","οὐ"
"63","01","05","C","","ὡς","ὡς","ὡς","ὡς"
"63","01","05","N","ASF","ἐντολὴν","ἐντολὴν","ἐντολήν","ἐντολή"
"63","01","05","A","ASF","⸂καινὴν","καινὴν","καινήν","καινός"
"63","01","05","V","PAPNSM","γράφων","γράφων","γράφων","γράφω"
"63","01","05","RP","DS","σοι⸃","σοι","σοι","σύ"
"63","01","05","C","","ἀλλὰ","ἀλλὰ","ἀλλά","ἀλλά"
"63","01","05","RR","ASF","ἣν","ἣν","ἥν","ὅς"
"63","01","05","V","1IAI-P","εἴχομεν","εἴχομεν","εἴχομεν","ἔχω"
"63","01","05","P","","ἀπ’","ἀπ’","ἀπό","ἀπό"
"63","01","05","N","GSF","ἀρχῆς,","ἀρχῆς","ἀρχῆς","ἀρχή"
"63","01","05","C","","ἵνα","ἵνα","ἵνα","ἵνα"
"63","01","05","V","1PAS-P","ἀγαπῶμεν","ἀγαπῶμεν","ἀγαπῶμεν","ἀγαπάω"
"63","01","05","RP","APM","ἀλλήλους.","ἀλλήλους","ἀλλήλους","ἀλλήλων"
"63","01","06","C","","καὶ","καὶ","καί","καί"
"63","01","06","RD","NSF","αὕτη","αὕτη","αὕτη","οὗτος"
"63","01","06","V","3PAI-S","ἐστὶν","ἐστὶν","ἐστί(ν)","εἰμί"
"63","01","06","RA","NSF","ἡ","ἡ","ἡ","ὁ"
"63","01","06","N","NSF","ἀγάπη,","ἀγάπη","ἀγάπη","ἀγάπη"
"63","01","06","D","","ἵνα","ἵνα","ἵνα","ἵνα"
"63","01","06","V","1PAS-P","περιπατῶμεν","περιπατῶμεν","περιπατῶμεν","περιπατέω"
"63","01","06","P","","κατὰ","κατὰ","κατά","κατά"
"63","01","06","RA","APF","τὰς","τὰς","τάς","ὁ"
"63","01","06","N","APF","ἐντολὰς","ἐντολὰς","ἐντολάς","ἐντολή"
"63","01","06","RP","GSM","αὐτοῦ·","αὐτοῦ","αὐτοῦ","αὐτός"
"63","01","06","RD","NSF","αὕτη","αὕτη","αὕτη","οὗτος"
"63","01","06","RA","NSF","⸂ἡ","ἡ","ἡ","ὁ"
"63","01","06","N","NSF","ἐντολή","ἐντολή","ἐντολή","ἐντολή"
"63","01","06","V","3PAI-S","ἐστιν⸃,","ἐστιν","ἐστί(ν)","εἰμί"
"63","01","06","C","","καθὼς","καθὼς","καθώς","καθώς"
"63","01","06","V","2AAI-P","ἠκούσατε","ἠκούσατε","ἠκούσατε","ἀκούω"
"63","01","06","P","","ἀπ’","ἀπ’","ἀπό","ἀπό"
"63","01","06","N","GSF","ἀρχῆς,","ἀρχῆς","ἀρχῆς","ἀρχή"
"63","01","06","D","","ἵνα","ἵνα","ἵνα","ἵνα"
"63","01","06","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","06","RP","DSF","αὐτῇ","αὐτῇ","αὐτῇ","αὐτός"
"63","01","06","V","2PAS-P","περιπατῆτε.","περιπατῆτε","περιπατῆτε","περιπατέω"
"63","01","07","C","","ὅτι","ὅτι","ὅτι","ὅτι"
"63","01","07","A","NPM","πολλοὶ","πολλοὶ","πολλοί","πολύς"
"63","01","07","A","NPM","πλάνοι","πλάνοι","πλάνοι","πλάνος"
"63","01","07","V","3AAI-P","⸀ἐξῆλθον","ἐξῆλθον","ἐξῆλθον","ἐξέρχομαι"
"63","01","07","P","","εἰς","εἰς","εἰς","εἰς"
"63","01","07","RA","ASM","τὸν","τὸν","τόν","ὁ"
"63","01","07","N","ASM","κόσμον,","κόσμον","κόσμον","κόσμος"
"63","01","07","RA","NPM","οἱ","οἱ","οἱ","ὁ"
"63","01","07","D","","μὴ","μὴ","μή","μή"
"63","01","07","V","PAPNPM","ὁμολογοῦντες","ὁμολογοῦντες","ὁμολογοῦντες","ὁμολογέω"
"63","01","07","N","ASM","Ἰησοῦν","Ἰησοῦν","Ἰησοῦν","Ἰησοῦς"
"63","01","07","N","ASM","Χριστὸν","Χριστὸν","Χριστόν","Χριστός"
"63","01","07","V","PMPASM","ἐρχόμενον","ἐρχόμενον","ἐρχόμενον","ἔρχομαι"
"63","01","07","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","07","N","DSF","σαρκί·","σαρκί","σαρκί","σάρξ"
"63","01","07","RD","NSM","οὗτός","οὗτός","οὗτος","οὗτος"
"63","01","07","V","3PAI-S","ἐστιν","ἐστιν","ἐστί(ν)","εἰμί"
"63","01","07","RA","NSM","ὁ","ὁ","ὁ","ὁ"
"63","01","07","A","NSM","πλάνος","πλάνος","πλάνος","πλάνος"
"63","01","07","C","","καὶ","καὶ","καί","καί"
"63","01","07","RA","NSM","ὁ","ὁ","ὁ","ὁ"
"63","01","07","N","NSM","ἀντίχριστος.","ἀντίχριστος","ἀντίχριστος","ἀντίχριστος"
"63","01","08","V","2PAD-P","βλέπετε","βλέπετε","βλέπετε","βλέπω"
"63","01","08","RP","APM","ἑαυτούς,","ἑαυτούς","ἑαυτούς","ἑαυτοῦ"
"63","01","08","C","","ἵνα","ἵνα","ἵνα","ἵνα"
"63","01","08","D","","μὴ","μὴ","μή","μή"
"63","01","08","V","2AAS-P","⸀ἀπολέσητε","ἀπολέσητε","ἀπολέσητε","ἀπόλλυμι"
"63","01","08","RR","APN","ἃ","ἃ","ἅ","ὅς"
"63","01","08","V","1AMI-P","⸀εἰργασάμεθα,","εἰργασάμεθα","εἰργασάμεθα","ἐργάζομαι"
"63","01","08","C","","ἀλλὰ","ἀλλὰ","ἀλλά","ἀλλά"
"63","01","08","N","ASM","μισθὸν","μισθὸν","μισθόν","μισθός"
"63","01","08","A","ASM","πλήρη","πλήρη","πλήρη","πλήρης"
"63","01","08","V","2AAS-P","⸀ἀπολάβητε.","ἀπολάβητε","ἀπολάβητε","ἀπολαμβάνω"
"63","01","09","A","NSM","πᾶς","πᾶς","πᾶς","πᾶς"
"63","01","09","RA","NSM","ὁ","ὁ","ὁ","ὁ"
"63","01","09","V","PAPNSM","⸀προάγων","προάγων","προάγων","προάγω"
"63","01","09","C","","καὶ","καὶ","καί","καί"
"63","01","09","D","","μὴ","μὴ","μή","μή"
"63","01","09","V","PAPNSM","μένων","μένων","μένων","μένω"
"63","01","09","P","","ἐν","ἐν","ἐν","ἐν"
"63","01","09","RA","DSF","τῇ","τῇ","τῇ","ὁ"
"63","01","09","N","DSF","διδαχῇ","διδαχῇ","διδαχῇ","διδαχή"
"63","01","09","RA","GSM","τοῦ","τοῦ","τοῦ","ὁ"
"63","01","09","N","GSM","Χριστοῦ","Χριστοῦ","Χριστοῦ","Χριστός"
"63","01","09","N","ASM","θεὸν","θεὸν","θεόν","θεός"
"63","01","09","D","","οὐκ","οὐκ","οὐ","οὐ"
"63","01","09","V","3PAI-S","ἔχει·","ἔχει","ἔχει","ἔχω"
"63","01","09","RA","NSM","ὁ","ὁ","ὁ","ὁ"
