"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","10","V","1PAI-S","παρακαλῶ","παρακαλῶ","παρακαλῶ","παρακαλέω"
"57","01","10","RP","AS","σε","σε","σε","σύ"
"57","01","10","P","","περὶ","περὶ","περί","περί"
"57","01","10","RA","GSN","τοῦ","τοῦ","τοῦ","ὁ"
"57","01","10","A","GSN","ἐμοῦ","ἐμοῦ","ἐμοῦ","ἐμός"
"57","01","10","N","GSN","τέκνου,","τέκνου","τέκνου","τέκνον"
"57","01","10","RR","ASM","ὃν","ὃν","ὅν","ὅς"
"57","01","10","V","1AAI-S","ἐγέννησα","ἐγέννησα","ἐγέννησα","γεννάω"
"57","01","10","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","10","RA","DPM","τοῖς","τοῖς","τοῖς","ὁ"
"57","01","10","N","DPM","⸀δεσμοῖς","δεσμοῖς","δεσμοῖς","δεσμός"
"57","01","10","N","ASM","Ὀνήσιμον,","Ὀνήσιμον","Ὀνήσιμον","Ὀνήσιμος"
"57","01","11","RA","ASM","τόν","τόν","τόν","ὁ"
"57","01","11","X","","ποτέ","ποτέ","ποτέ","ποτέ"
"57","01","11","RP","DS","σοι","σοι","σοι","σύ"
"57","01","11","A","ASM","ἄχρηστον","ἄχρηστον","ἄχρηστον","ἄχρηστος"
"57","01","11","D","","νυνὶ","νυνὶ","νυνί","νυνί"
"57","01","11","C","","⸀δὲ","δὲ","δέ","δέ"
"57","01","11","RP","DS","σοὶ","σοὶ","σοί","σύ"
"57","01","11","C","","καὶ","καὶ","καί","καί"
"57","01","11","RP","DS","ἐμοὶ","ἐμοὶ","ἐμοί","ἐγώ"
"57","01","11","A","ASM","εὔχρηστον,","εὔχρηστον","εὔχρηστον","εὔχρηστος"
"57","01","12","RR","ASM","ὃν","ὃν","ὅν","ὅς"
"57","01","12","V","1AAI-S","ἀνέπεμψά","ἀνέπεμψά","ἀνέπεμψα","ἀναπέμπω"
"57","01","12","RP","DS","⸂σοι","σοι","σοι","σύ"
"57","01","12","RP","ASM","αὐτόν,","αὐτόν","αὐτόν","αὐτός"
"57","01","12","RD","NSN","τοῦτ’","τοῦτ’","τοῦτο","οὗτος"
"57","01","12","V","3PAI-S","ἔστιν","ἔστιν","ἐστί(ν)","εἰμί"
"57","01","12","RA","APN","τὰ","τὰ","τά","ὁ"
"57","01","12","A","APN","ἐμὰ","ἐμὰ","ἐμά","ἐμός"
"57","01","12","N","APN","σπλάγχνα⸃·","σπλάγχνα","σπλάγχνα","σπλάγχνον"
"57","01","13","RR","ASM","ὃν","ὃν","ὅν","ὅς"
"57","01","13","RP","NS","ἐγὼ","ἐγὼ","ἐγώ","ἐγώ"
"57","01","13","V","1IMI-S","ἐβουλόμην","ἐβουλόμην","ἐβουλόμην","βούλομαι"
"57","01","13","P","","πρὸς","πρὸς","πρός","πρός"
"57","01","13","RP","ASM","ἐμαυτὸν","ἐμαυτὸν","ἐμαυτόν","ἐμαυτοῦ"
"57","01","13","V","PAN","κατέχειν,","κατέχειν","κατέχειν","κατέχω"
"57","01","13","C","","ἵνα","ἵνα","ἵνα","ἵνα"
"57","01","13","P","","ὑπὲρ","ὑπὲρ","ὑπέρ","ὑπέρ"
"57","01","13","RP","GS","σοῦ","σοῦ","σοῦ","σύ"
"57","01","13","RP","DS","⸂μοι","μοι","μοι","ἐγώ"
"57","01","13","V","3PAS-S","διακονῇ⸃","διακονῇ","διακονῇ","διακονέω"
"57","01","13","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","13","RA","DPM","τοῖς","τοῖς","τοῖς","ὁ"
"57","01","13","N","DPM","δεσμοῖς","δεσμοῖς","δεσμοῖς","δεσμός"
"57","01","13","RA","GSN","τοῦ","τοῦ","τοῦ","ὁ"
"57","01","13","N","GSN","εὐαγγελίου,","εὐαγγελίου","εὐαγγελίου","εὐαγγέλιον"
"57","01","14","P","","χωρὶς","χωρὶς","χωρίς","χωρίς"
"57","01","14","C","","δὲ","δὲ","δέ","δέ"
"57","01","14","RA","GSF","τῆς","τῆς","τῆς","ὁ"
"57","01","14","A","GSF","σῆς","σῆς","σῆς","σός"
"57","01","14","N","GSF","γνώμης","γνώμης","γνώμης","γνώμη"
"57","01","14","A","ASN","οὐδὲν","οὐδὲν","οὐδέν","οὐδείς"
"57","01","14","V","1AAI-S","ἠθέλησα","ἠθέλησα","ἠθέλησα","θέλω"
"57","01","14","V","AAN","ποιῆσαι,","ποιῆσαι","ποιῆσαι","ποιέω"
"57","01","14","C","","ἵνα","ἵνα","ἵνα","ἵνα"
"57","01","14","D","","μὴ","μὴ","μή","μή"
"57","01","14","C","","ὡς","ὡς","ὡς","ὡς"
"57","01","14","P","","κατὰ","κατὰ","κατά","κατά"
"57","01","14","N","ASF","ἀνάγκην","ἀνάγκην","ἀνάγκην","ἀνάγκη"
"57","01","14","RA","NSN","τὸ","τὸ","τό","ὁ"
"57","01","14","A","NSN","ἀγαθόν","ἀγαθόν","ἀγαθόν","ἀγαθός"
"57","01","14","RP","GS","σου","σου","σου","σύ"
"57","01","14","V","3PAS-S","ᾖ","ᾖ","ᾖ","εἰμί"
"57","01","14","C","","ἀλλὰ","ἀλλὰ","ἀλλά","ἀλλά"
